3;41;35;0.120000
3;42;35;0.120000
3;43;35;0.120000
3;44;35;0.120000
3;45;35;0.120000
3;46;35;0.120000
3;47;35;0.120000
3;48;110;0.120000
3;49;110;0.120000
3;4a;110;0.120000
3;4b;110;0.120000
3;4c;110;0.120000
3;4d;110;0.120000
5;41;35;0.120000
5;42;35;0.120000
5;43;35;0.120000
5;44;35;0.120000
5;45;35;0.120000
5;46;6;0.120000
5;47;6;0.120000
5;48;6;0.120000
5;49;6;0.120000
5;4a;6;0.120000
7;41;6;0.040000
7;42;6;0.030000
7;43;6;0.020000
7;44;6;0.040000
7;45;6;0.040000
7;46;6;0.040000
7;47;6;0.040000
7;48;6;0.015000
7;49;6;0.010000
7;4a;35;0.120000
7;7b;35;0.120000
7;7c;35;0.120000
7;7d;6;0.300000
9;41;110;0.120000
9;42;110;0.120000
9;43;110;0.120000
9;44;110;0.120000
9;45;110;0.120000
9;46;110;0.200000
9;47;110;0.200000
9;48;110;0.120000
9;49;110;0.120000
9;4a;110;0.240000
9;4b;35;0.020000
9;4c;35;0.020000
9;4d;35;0.020000
9;4e;6;0.120000
9;4f;6;0.060000
9;50;6;0.060000
9;51;6;0.060000
9;52;6;0.060000
9;53;6;0.120000
9;54;6;0.060000
9;55;6;0.120000
9;56;6;0.040000
9;57;6;0.120000
9;58;6;0.120000
